likes,body,id 
0,"Здравствуйте. Стоит ubuntu в паре с win10. Проблема такая. После использования убунты, при загрузке винды не коннектится wi fi. Сеть видит корректно, но при попытке подключения пишет неверный пароль. Помогает только физическое передёргивание адаптера.",48025
0,"⏩ #Linux #IT #linuxthebest #system
✅ Обзор Archcraft

Один из молодых дистрибутивов, о котором меня чаще всего просили сделать обзор в этом году, — Archcraft. Archcraft описывает себя как «чистый» дистрибутив Arch, что означает, что он поставляется только с программным обеспечением, доступным через коллекцию программного обеспечения Arch Linux.

Источник: https://linuxthebest.net/obzor-archcraft/",48024
0,"⏩ #Linux #IT #linuxthebest #shell
✅ Запуск веб-приложений в Linux с помощью браузера Tangram

Tangram — это браузер, цель которого — помочь вам запускать и управлять веб-приложениями в Linux. Давайте рассмотрим, как он работает.

Источник: https://linuxthebest.net/zapusk-veb-dodatkiv-v-linux-za-dopomogoyu-brauzera-tangram/",48023
1,"⏩ #Linux #IT #linuxthebest #shell
✅ eDEX-UI терминал в стиле научно-фантастического фильма TRON

Разбавить рабочие будни атмосферой научной фантастики — почему бы и нет? Для этого есть полноэкранный эмулятор терминала eDEX-UI.

Источник: https://linuxthebest.net/edex-ui-terminal-v-stile-nauchno-fantasticheskogo-filma-tron/",48022
1,"⏩ #Linux #IT #linuxthebest #system
✅ Самые стабильные дистрибутивы Linux: 5 версий Linux, которые мы рекомендуем

В самом начале я хотел бы упомянуть, почему термин «стабильный» относится к Linux OS или дистрибутиву, потому что существуют тысячи вариантов Linux OS в соответствии с требованиями пользователя.

Источник: https://linuxthebest.net/najstabilnishi-distributivi-linux-5-versij-linux-yaki-mi-rekomendu%d1%94mo/",48021
0,"⏩ #Linux #IT #linuxthebest #shell
✅ Что нового в GNOME 41!

У многих людей есть много вопросов о GNOME 41, что нового в GNOME 41? Когда выйдет GNOME 41? И так далее.

Источник: https://linuxthebest.net/shho-novogo-v-gnome-41/",48018
0,"⏩ #Linux #IT #linuxthebest #shell
✅ Превратите ваш Linux терминал в интерфейс Голливудских хакеров

Вы наверняка видели в голливудских фильмах научной фантастики и триллерах, много окон терминалов, открытых на нескольких мониторах со странными кодами, текстами и изображениями?

Источник: https://linuxthebest.net/terminal-hollywood/",48017
0,"Для того, чтобы GRUB видел EFI раздел SSD с MacOS, куда внести правки? /etc/grub.d/40_custom подойдет?",48016
0,"⏩ #Linux #IT #linuxthebest #shell
✅ Добавить «Открыть файл/папку от имени рут/администратора» в Elementary OS 6

Это пошаговое руководство показывает, как добавить опцию «открыть от имени root (или администратора)» в файловый браузер Pantheon в Elementary OS 6 Odin.

Источник: https://linuxthebest.net/dodati-vidkriti-fajl-papku-vid-imeni-rut-administratora-v-elementary-os-6/",48015
2,"⏩ #Linux #IT #linuxthebest #system
✅ Artix — Arch + свобода от systemd

Друзья, почитатели Линукс и ... просто «пингвиноиды» всех направлений, хочу представить вам обзор одной из моих любимых ОС. Как видно из заголовка, это Artix Linux(KDE) из семейства Arch, но есть одно,… 

Источник: https://linuxthebest.net/artix-arch-svoboda-vid-systemd/",48014
0,"⏩ #Linux #IT #linuxthebest #shell
✅ Показ эскизов WebP в приложениях GTK (Nautilus, Thunar и т.д.) с помощью библиотеки WebP GDK Pixbuf Loader

Я долго искал способ получения миниатюр изображений WebP в приложениях GTK (особенно Nautilus / GNOME Files), и большинство решений, которые я нашел, были «халтурными», пока я не нашел неизвестную библиотеку WebP GDK Pixbuf Loader. Поэтому я решил написать о ней, на случай, если некоторые из вас также заинтересованы в этом.

Источник: https://linuxthebest.net/pokaz-eskiziv-webp-v-dodatkah-gtk-nautilus-thunar-i-t-d-za-dopomogoyu-biblioteki-webp-gdk-pixbuf-loader/",48013
0,"⏩ #Linux #IT #linuxthebest #system
✅ Обзор Garuda Linux

Garuda Linux — это стильный дистрибутив основан на Arch с рабочим окружением KDE и красивой темой иконок.

Источник: https://linuxthebest.net/oglyad-garuda-linux/",48011
0,"⏩ #Linux #IT #linuxthebest #shell
✅ 17 функций KDE Plasma, о которых вы не знали
KDE Plasma просто изобилует функциями, о некоторых из которых даже давние пользователи плазмы могут не знать.
Источник: https://linuxthebest.net/17-funkczij-kde-plasma-o-kotoryh-vy-ne-znali/",48010
0,"Добрый день, мне нужна помощь, кто разбирается в убунту терминал откликнитесь пожалуйста",48009
0,"⏩ #Linux #IT #linuxthebest #system
✅ Pop OS 21.04 – очень красивый и быстрый дистрибутив
PopOS 21.04 понравилась с первого раза. Когда я прочитал и пересмотрел кучу обзоров, было принято решение незамедлительно устанавливать этот дистрибутив себе на компьютер.
Источник: https://linuxthebest.net/pop-os-21-04-ochen-krasivyj-i-bystryj-distributiv/",48008
1,"⏩ #Linux #IT #linuxthebest #browser
✅ Лучшие веб-браузеры для Ubuntu и других дистрибутивов Linux

Идеального веб-браузера не существует. Все зависит от того, что вы предпочитаете и для чего вы его используете.
Но какие браузеры лучше всего подходят для Linux?

Источник: https://linuxthebest.net/krashhi-veb-brauzeri-dlya-ubuntu-ta-inshih-distributiviv-linux/",48004
0,"На сегодня убунту поддерживает продукты типа корел, адобе, пхпсторм не подскажите?",48003
0,Здорова пользователь.  Я тут новенький. Кто подскажет как драйвер видеокарты установить . (перешел с виндовс по техническим причинам своего пк. 😁),48000
0,"Эй убунтисты!! Остались олдфаги (кроме меня) кто еще юзает Унити!? Может кто подскажет как переименовывать в ней приложения в меню?только без изъебств с терминалом пожалуйста(и пожалуйста не надо ныть о том как крут ""гном""-ну не нравится он мне субъективно,хотя и не плох.)",47998
1,Кто-нибудь уже обновил Gnome до версии 41?,47997
0,"Здравствуйте. Как (оптимальнее,легче ) установить epic games в Ubuntu 20.04 gnome? (Первый компьютер ребенка,а компьютер без игрушек- это жестоко 😂)",47992
1,"#linux #IT #linuxthebest #games
Популярная гоночная игра SuperTuxKart 1.3 вышла в релиз-кандидате!
После года разработки игра была перенесена на Switch, хотя для этого необходимо установить Homebrew. 
https://linuxthebest.net/gonochnaya-igra-supertuxkart-1-3-dobavlyaet-podderzhku-nintendo-switch/",47991
0,"#linux #info #IT #linuxthebest #desktop
Для тех, кому не нравятся приложения Electron, “Psst” – это новый GTK-клиент для музыкального сервиса Spotify.
https://linuxthebest.net/psst-novij-nativnij-dodatok-spotify-dlya-linux-stvorene-na-rust-i-gtk/",47990
0,"#linux #info #IT #linuxthebest
Привет всем. Я представляю вам Voyager 11, основанный на Debian 11 Bullseye 11. С уникальной несвободной и бесплатной версией Gnome в 64 битах со всеми установленными прошивками для тех, у кого будут проблемы с аппаратной совместимостью с бесплатной версией.
https://linuxthebest.net/voyager-11-debian-bullseye/",47989
0,"⏩ #Linux #Статьи@linuxthebest.net

✅ Телефоны Linux: Какие есть варианты?

Телефоны на базе Linux могут стать будущим, заменив Android или iOS, но какие есть варианты, чтобы попробовать?

Источник: https://linuxthebest.net/telefoni-linux-yaki-%d1%94-varianti/",47988
0,"в процессе написания одной из статей, появилась потребность сделать под Ubuntu анимированные GIF из участков экрана. Думал воспользоваться старой доброй утилитой Peek, но с неприятным удивлением увидел, что в мульти-мониторном окружении она не пашет. Peek стартует в фоне, жрет ресурсы, в даше появляется иконка, но на экране ничего нет и если кликнуть на иконку в даше, то она тихо исчезает (но приложение остается висящим в фоне).
Пришлось побыстрому написать себе работающий аналог (он на Java так что кросс-платформенен), который опубликовал на Github, так что если у кого возникнут проблемы с Peek под Ubuntu, может использовать моё решение.
https://github.com/raydac/japagoge",47987
0,"Здравствуйте. 
Установил Ubuntu 21.10. Внес правки во внешний вид (прозрачная строка уведомлений, которая становится непрозрачной, если окно приложения на весь экран, и появляется только если я навожу мышку на верх экрана, блюр окон приложений при перетаскивании и изменении размера, блюр в меню приложений, сделал скрипты и иконки Dash для перезагрузки, обновления системы, обновления ядра, выключения компьютера, выключения экранов, сна, автоматизации перезагрузки в Windows, MacOS, запуска Nautilus от sudo, запуска Synaptic от sudo, заставил работать Aerial). Осталось только сделать прозрачным Dash.
Помню, раньше, для этого использовал расширение Dash to Dock. Потом делал это командами через терминал. Сейчас, командами через терминал, Dash не делается прозрачным. Он становится немного светлее. 
Можно ли как-то сделать его прозрачным на Gnome 40.2.0?",47986
4,"Подавляющее большинство пользователей Linux, желающих создавать векторную графику, обычно используют Inkscape. Теперь познакомьтесь с конкурентом Inkscape – Gravit Designer. Что это такое?
https://linuxthebest.net/yak-vstanoviti-gravit-designer-v-linux/",47983
2,"После полутора месяцев разработки Йоханнес Унрух объявил о выпуске среды рабочего стола MATE 1.26. Это крупное обновление, которое привносит множество новых функций и улучшений.
https://linuxthebest.net/vipushhene-seredovishhe-robochogo-stolu-mate-1-26-z-pochatkovoyu-pidtrimkoyu-wayland-i-onovlenimi-dodatkami/",47981
3,"Фонд Krita Foundation объявил сегодня о доступности для публичного тестирования первой бета-версии нового бесплатного и кроссплатформенного программного обеспечения для цифровой живописи Krita 5.0 с открытым исходным кодом.
https://linuxthebest.net/krita-5-0-pochina%d1%94-publichne-beta-testuvannya-z-novoyu-sistemoyu-resursiv-i-bezlichchyu-novih-funkczij/",47980
2,"Новая версия Zorin OS, удобного для пользователя дистрибутива Linux на базе Ubuntu, доступна для загрузки.
https://linuxthebest.net/vypushhena-zorin-os-16-s-novym-vneshnim-vidom-novymi-prilozheniyami-i-mnogim-drugim/",47979
2,"Долгожданный выпуск Debian 11 под кодовым названием Bullseye наконец-то состоялся после двух лет разработки. Выпуск будет поддерживаться в течение следующих пяти лет, как и любой другой выпуск стабильной версии Debian.
https://linuxthebest.net/7-novih-mozhlivostej-v-nedavno-vipushhenomu-distributivi-debian-11-bullseye/",47978
2,"Легендарный инструмент для создания скриншотов Shutter восстал из мертвых и снова доступен для установки на рабочий стол Ubuntu.
https://linuxthebest.net/yak-vstanoviti-shutter-v-ubuntu-z-oficzijnogo-ppa/",47976
1,"Планируете опробовать elementary OS 6? Если да, то есть удобный сторонний инструмент, о котором я хочу, чтобы вы не забыли.
https://linuxthebest.net/vstanovit-pantheon-tweaks-v-elementary-os-6-dlya-dostupu-do-prihovanih-nalashtuvan/",47975
2,"Привет, народ – elementary OS 6 ‘Odin’ теперь доступен для загрузки.Разработчики elementary говорят, что этот релиз – “самое большое обновление платформы”",47974
2,"После долгих месяцев разработки Latte Dock 0.10 наконец-то появился в виде последней стабильной версии этого сменного дока для рабочего стола KDE Plasma, который обеспечивает элегантный и интуитивно понятный опыт.",47970
0,Новый онлайн тест,47969
1,"Один из самых легких дистрибутивов, 4MLinux, только что объявил о своем 37-м крупном выпуске. Эта версия привносит множество улучшений, о которых мы расскажем ниже.",47968
1,Видеоигра в жанре стратегии в реальном времени 0 A.D. несколько дней назад выпустила версию Alpha 25. Кодовое название – “Yaunã”.,47967
1,Хотите повысить производительность при игре в игры в Linux? Попробуйте GameMode!,47966
2,"Когда вы только начинаете использовать операционную систему Ubuntu, графический менеджер приложений Ubuntu является вашим первым выбором для установки программного обеспечения.",47965
0,"В Windows компания Microsoft предоставляет бесплатную облачную службу хранения данных в виде OneDrive. Он интегрирован в Windows, и вы получаете 5 ГБ бесплатного хранилища с учетной записью Microsoft.",47964
2,Хотите опробовать звуковой сервер Pipewire? Это легко сделать в Ubuntu 21.04!,47963
0,"Я уже некоторое время ищу достойный виджет “Проигрывателя музыки” для рабочего стола Ubuntu, вдохновившись некоторыми установками Rainmeter, которые я видел в теме о рабочих столах Windows.",47962
1,"Arch User Repository (AUR) – это репозиторий, созданный сообществом для пользователей Arch. Он содержит описания пакетов (PKGBUILDs), которые позволяют скомпилировать пакет из исходного кода с помощью makepkg и затем установить его с помощью pacman",47961
2,"Иногда эскизов файлов в Nautilus недостаточно. Иногда вам нужно взглянуть на файл, фотографию или папку поближе, чтобы убедиться, что это именно тот файл, который вам нужен, но без необходимости открывать полноценное приложение, чтобы это выяснить.",47960
1,"Добрый вечер, посоветуйте, пожалуйста софт, который может полностью удалять приложения. Ибо после удаления программ через терминал очень много файлов остается от программы. Стоит еще Stacer, но он, вроде как, плохо с этим справляется.",47958
1,Ноутбуки с Linux – это идеальная альтернатива ноутбукам на базе macOS и Windows.,47957
0,"Недавний твит Эдварда Сноудена восхваляет то, чего может достичь свободное программное обеспечение с открытым исходным кодом.",47956
1,"mpv-handler – это обработчик протокола mpv, написанный на языке Rust, который, в сопровождении юзерскрипта браузера, позволяет пользователям открывать видео с YouTube, Twitch и Bilibili с помощью mpv",47955
0,"Steam Deck работает на базе новейших архитектур AMD, но что это означает с точки зрения игровой производительности?",47954
0,"добрый день, возникла проблема:

есть сервер, на нем в виртуалбоксе два доменных контроллера, один основной, другой резервный. все работает хорошо, но...

появилась потребность сделать чтобы на самом сервере, а не в доменах хранились рабочие столы юзеров, то есть условно говоря сервер по адрессу 192.168.1.1, а домен 192.168.1.100,. через групповую политику указываю перенаправление на smb папку на сервере - не выхрдии, хотя просто создать или удалить файл - - легко. если же указать путь для рабочего стола вручную, то тоже работает, а вот через групповую политике нет.

помогите пожалуйста кто сталкивался с таким.",47953
0,"Кто знает как выбрать видео карту, можно б.у.,  .? До 7000 рублей.Nvidia. Directx11. 4 гб памяти gddr4. С внешним питанием. Nvidia.

Нужно в мир танков играть в идеале синхронизация + 4к +100 гц+ 40fps на средних настройках...

Как компенсировать что на матери pci express x16  первого поколения? И цп core 2 duo два ядра и 2ггц...?

Или только копить на райзен с вега11 + мать + ddr4?",47937
2,"Здравствуйте! Проблема с wi-fi на UBUNTU 20.04. Значка wi-fi нет и чтобы загрузить как-то драйвер, нужен интернет, но и входа ethernet нет. Что делать? Ноутбук новый HP, нет значка с самого начала",47927
2,"хотел поставить Linux второй ОС на asus rog strix g15 перепробовал 20.2 20.1 /ubuntu и сборки где все дрова есть и ни хрена не смог включить WI FI только по кабелю .3 дня колупался . я обычный пользователь каких много . мне не надо знать терминал я просто хочу как винду поставил . она дрова автоматом подтянула и все . может есть тут спецы по LINUX . что я делаю не так .как мне включить Wi FI может конкретно в этой модели где то есть отдельные настройки , скачал дрова для Win 10 и другая - так на офсайте прописано -какие то номера - и что мне с этим дальше делать,",47920
1,"Линуксоводы.
Привет .
Итишники! Русские!

А где есть аналог телеграмм или вк 

но без регистрации симки? Только почта...
Неплохо чтобы и версия web была или хоть apk..?",47913
1,"Добрый день, проблема с соединением к интернету. Установил Ubuntu 20.04 lts, установил софт. Интернет работал стабильно. Перезагружался не раз после установок софта. Но в один момент после перезагрузки подключение к интернету исчез, но ОС видит все доступы к Wi-Fi и успешно к ним подключается. Пробовал через точку доступа телефона подключится, подключаюсь, но интернета нет. Переустановил ОС. И опять тот же сценарий. Есть предположение, что это связано с Proton VPN. Помогите, пожалуйста.",47909
1,"Здравствуйте, поставил последнюю Ubuntu на ноут lenovo g560. Не заводится дискретная видяха (nvidia 310m), во вкладке ""драйвера"" пусто, с сайта Nvidia пытался поставить - пишет ""error unable to build the nvidia kernel module..."", Кучу гайдов перепробовал - везде одни ошибки. Помогите пожалуйста",47904
1,Добрый вечер вопрос такой есть ноутбук айсер с 2015 года Windows виснет хочу попробовать убунту тех кто понимает в убунту скажите стоит ли ставить убунту или все таки остаться на Windows?,47883
2,KDE Connect – это один из лучших способов интеграции смартфона Android с рабочим столом Linux. Теперь эта технология доступна и для пользователей Windows.,47880
1,"Tux Paint – это приложение для рисования с открытым исходным кодом и альтернатива Microsoft Paint в Linux. Это кроссплатформенное приложение, которое также можно использовать в Windows и macOS.",47879
2,"Siduction – это дистрибутив на основе Debian, впервые выпущенный в 2011 году. Уникальность его заключается в том, что это один из немногих дистрибутивов на основе Debian, основанных на ветке Unstable (широко известной как Debian Sid, отсюда и название siduction).",47877
3,Знание правильной схемы разделения вашего диска может иметь решающее значение при установке Linux или любой другой операционной системы.,47876
0,"Element – представляет собой децентрализованную альтернативу личным сообщениям, которую вы можете использовать для взаимодействия с отдельными людьми, сообществами или предприятиями.",47872
4,Увидел свет Linux Mint 20.2 «Uma». Что интересного нам подготовили его разработчики?,47871
1,"Хотите автоматически выключить Ubuntu по истечении заданного времени? Специально для вас есть расширение, которое добавляет параметр в системное меню в правом верхнем углу.",47870
0,Народ! Кто сможет мне помочь перевести формат *.tar.gz в *.deb. Напишите в личку,47869
5,"Deepin, один из самых красивых дистрибутивов, недавно выпустил обновление 20.2.2. Оно включает в себя множество замечательных функций, в первую очередь поддержку приложений Android, благодаря их новому магазину приложений.",47868
1,"Если вам надоело ваше графическое приложение Terminal своей однообразностью, ему есть семь великолепных замен.",47867
0,"Pop! _OS разработан, чтобы помочь вам раскрыть свой потенциал, предоставляя эффективные инструменты, которые оптимизируют ваш рабочий процесс.",47866
2,"Mainline – это графический инструмент для установки последней основной версии ядра в Ubuntu, Linux Mint и производных.",47865
1,"Опубликован релиз Proxmox Virtual Environment 7.0 - решение для развертывания и обслуживания виртуальных серверов с использованием технологий LXC и KVM, и способное выступить в роли полноценной замены таких продуктов, как VMware vSphere, Microsoft Hyper-V и Citrix XenServer.",47864
2,"Сформирован выпуск Plasma версии 5.22. Благодаря очистке и рефакторингу исходного кода, среда рабочего стола Plasma обеспечивает лучшую отзывчивость и производительность, обеспечивая работу без сбоев и неприятных сюрпризов.",47863
2,"Несколько дней назад, компания Microsoft объявила о выпуске новой операционной системы Windows 11, представив обновленный интерфейс, поддержку приложений Android и глубокую интеграцию Microsoft Teams.",47862
4,"Tutanota Mail – это впечатляющий безопасный почтовый сервис, ориентированный на конфиденциальность, который является альтернативой Gmail.",47861
1,Увидел свет предварительный выпуск Linux Mint 20.2 «Uma» Beta. Что интересного нам подготовили его разработчики?,47860
5,"PortProton Linux – эта утилита позволит играть в игры для Windows на Linux так же просто, как нажимать кнопку Play в Steam.",47859
0,Хелпаните кто-нибудь. Требуется собрать gcc 3.4.6 для компиляции старых исходников. Заплачу за помощь.,47858
1,"Помните глобальное меню в Ubuntu Unity? Соскучились? Используя рабочий стол GNOME по умолчанию, Вы можете опять включить глобальное меню в Ubuntu.",47856
1,почему в bash нельзя использовать цифры в начале имени переменной?,47854
1,Вы хотите получить от своей видеокарты максимум ? Тогда инструмент GreenWithEnvy (GWE) – это то что вам необходимо !,47850
3,"GamingOnLinux – портал с большим числом активных пользователей, который регулярно проводит опросы. Я был очень удивлен результатами. Интересно? Давайте посмотрим на них вместе.",47840
41,,47830
7,Хватит больших инструкций! Всего один щелчок кнопки мыши и ваша система внешне превращается в Windows 95 / XP / 7 / 10 или macOS!,47829
3,"Доступна для загрузки новая стабильная версия веб-браузера Vivaldi, которая поставляется с новой встроенной функцией перевода, почтовым клиентом и другими полезными функциями.",47826
1,"На поле появился новый игрок – китайский Linux-дистрибутив Cutefish OS. Разработчики обещают лучшую ОС для настольных ПК, но это еще не все.",47825
1,Вы хотите увеличить скорость работы своей операционной системы Linux в играх и мультимедийных приложениях? Тогда вам необходимо оптимизированное ядро от Liquorix!,47820
1,"Voyager 20.04 LTS – простая, легкая и многофункциональная операционная система с дополнительными настройками и усовершенствованным дизайном.",47817
0,"Ребят, пропал верхний бар у некоторых приложений 
Как лечить, кто знает?",47816
1,"В этом выпуске Mozilla, похоже, нацелена на Chrome с новым пользовательским интерфейсом и новыми функциями конфиденциальности.",47806
1,"Привет! (простите за пыльный экран)
Возникла проблема, оно в какой-то момент виснет, а дальше идут ошибки, которые не прекращаются, пока память не забьётся лог-файлами. После этого комп автоматически вырубается, и после этого убунта начинает виснуть чисто на загрузочном экране.

Очистила место через recovery mode, зашла, и после этого он завис сразу после ввода пароля.

Быстро выключила, снова зашла, оно догрузилось до пароля. Зашла принудительно в терминал, а там пошли всё те же ошибки.

На сайтах советуют прописать gedit, но как туда зайти, если сама система не загружается, а recovery mode пишет ошибку? Или проще переустановить систему в целом?",47804
0,"Привет всем! поставил убунту 21.04 второй системой на планшет Getac F110G2, но не понял как включить автоповорот экрана, при перевороте планшета на экране появляются два кубика на нажатие не реагируют, знает кто ни будь что это?",47803
0,люди всем привет помогите с блютузом на ноутбуке asus x751ld дело в следущем пишет так но не реагирует на ползунок очень надо я пока только начал её изучать версия ubuntu 21.04,47801
0,"Привет. Подскажите, года 2 пользовался норм на компе убунтой. Раньше проблемы восстанавливал через recovery mode. Сегодня с утра зависло на загрузке. При попытке открыть через recovery mode останавливается вот на этом месте. Я нуб в убунте. Где посмотреть проблему.",47800
0,"Здравствуйте, подскажите пожалуйста игру запускаю через steam и вот такая проблема как на фото? Это после того как я добавил в репозиторий последнюю версию mesa",47799
2,"В последние годы, даже в игры изначально выпущенные только для Windows или macOS, уже добавлена поддержка Linux. Давайте рассмотрим лучшие из них на данный момент.",47796
1,"Если вы никогда не работали в Linux, но очень хотите попробовать эту систему, то я могу порекомендовать вам некоторые из дистрибутивов, которые будут удобны для новичков.",47774
0,"Здравствуйте.
У меня проблема с интернетом на Ubuntu 21.04.
Подключение есть, но доступа в интернет нету. Ответ в гугле не смог найти.
Горит иконка WiFi со знаком вопроса, ни один браузер не открывает любые страницы в интернете. Даже локальный сервер на apache тоже не открывается по URL. Локальные файлы открываются по file://
Есть решение, чтобы что-то отсутствующее поставить на уже установленную ос'ь?
Помогите пожалуйста.

UPD: В нижнем левом углу, Firefox отображает на любом сайте 'поиск fonts googleapis com…'. (fonts на моём локальном сервере)
UPD: без подключения к интернету, локальный сайт на ноуте открылся через 7 минут(когда всё работало, он открывался за 7 секунд).
UPD: запустил ОС на загрузочном диске, там работает.
Помогите восстановить работу без переустановки, пожалуйста.
UPD: я всего месяц на этом дистрибутиве сижу. И только несколько дней стал изучать Ubuntu, её команды.",47773
1,"Представляем вам список лучших на наш взгляд ноутбуков с предустановленным Linux. Надеемся, это поможет вам сделать правильный выбор и найти подходящий вариант.",47772
1,Совсем недавно вышел новый красочный дистрибутив Dekuve 0.1 “Colors”. Давайте рассмотрим что это за зверь и какие его особенности.,47771
1,Привет! Почему гостевой доступ у меня серый? Как включить его?,47770
2,"Как играть в Windows игры, на операционной системе Linux? Один из инструментов, который помогает это делать – называется Lutris. Давайте рассмотрим его подробней.",47769
1,"Для повседневных системных процессов необходима эффективная файловая система, которая контролирует, где, как, и когда, данные извлекаются и хранятся на устройстве хранения.",47768
1,"Что лучше, Manjaro или Arch Linux? Но если Manjaro основан на Arch Linux, чем же он тогда отличается от него? Предлагаем в этом разобраться более детально и сравнить их.",47766
3,"Соскучились уже по новой версии MacBuntu? На этот раз я покажу вам, как сделать Ubuntu 20.04 похожей на macOS. Также в статье вы найдете ссылку для скачивания уже готовой сборки.",47765
1,"Сегодня мы уделим внимание дистрибутивам, которые будут удобны именно для пользователей Windows, а не тем, у которых интерфейс просто его напоминает.",47764
1,Даже установка Linux на ваш компьютер не сможет гарантировать полную безопасность. На что необходимо обратить внимание?,47762
0,"Сайт ubuntu.ru не доступен. 
Что за дела?",47747
1,"Мы подготовили список бесплатных игр работающих в Linux, которые будут держать вас прикованными к своим компьютерам.",47746
2,"Хотел бы вам кратко описать мои ощущения и то что я увидел перед собой, установив Fedora 34, дистрибутив, которому отдает предпочтение сам Линус Торвальдс.",47744
1,"MediaGet – это мощный и многофункциональный торрент-клиент, который не только загружает файлы, но и позволяет начинать просмотр видео, без ожидания его полной загрузки!",47743
1,"Здравствуйте. У меня вопрос.
У меня 2 диска. ssd/hdd. На hdd (160Gb), установлена Ubuntu 21.04 (server). На ssd (120Gb), установлена Ubuntu 18.04 (desktop). Я недавно использую убунту, ничего не знаю в этой ОС (полез не разобравшись).

При загрузке с диска 160Gb, запускается какая-то консоль, вместо 'server@server' написано 'initramfs'. ('server' я записал в имя пользователя и сервера)

Что мне делать с диском на 160, при условии, что обязательно нужно стянуть данные с него?
На ssd 120Gb Ubuntu 18.04 поставил часом ранее.

Запустил ubuntu 18.04 с загрузочного диска без установки, попытался открыть блочное устройство(79 Gb Volume) на диске 160Гб. Получаю ошибку (скриншот).

Пожалуйста, подскажите как стянуть данные с hdd.",47721
0,Иногда приходится восстанавливать Windows-компьютеры пораженные вирусом. И даже в этом случае вам может помочь Linux!,47720
0,"Для тех, кому скучно с кнопкой «Показать приложения», которая находится по умолчанию в левой панели Ubuntu, я покажу вам, как заменить ее на нужный вам значок без установки новой темы значков.",47718
1,"Вы не поверите, но есть ресурс в Интернете, на котором вы можете протестировать любой из существующих дистрибутивов Linux, и для этого необходим только веб-браузер!",47713
2,"В этом кратком руководстве вы узнаете, как добавлять ярлыки приложений на рабочий стол в Ubuntu и других дистрибутивах, использующих рабочий стол GNOME.",47710
2,"Rambox – универсальный мессенджер «все в одном» позволяющий объединять Gmail, Facebook Messenger, VK, Discord, Slack и сотни других подобных служб, в одном клиенте.",47705
